Phrase,Frequency
o̩mo̩do̩ʼka chʼegweji,1
kwane̩ arano,1
arano defid,1
defid odu-i,1
oñ nawa,1
nawa banʼo,1
abu kʼuhia,1
amokolo chʼe̩gweji,1
chʼamo̩kokuno̩ me̩gweji,1
e̩gujo chʼamo̩kokuno̩,1
e̩gba kʼo̩wo̩-wñ,1
kʼo̩wo̩-wñ gulo̩,1
oñ nanyʼo,1
nanyʼo okpo,1
ka alu,1
ñw ahitofel,1
be̩njamin :,1
u. ikani,1
jihofa afejuwo̩,1
afejuwo̩ o̩bata,1
jihofa adʼe̩nyo̩,1
adʼe̩nyo̩ rʼo̩me̩,1
todu ina,1
le̩ agege-wñ,1
bu eñini,1
defid kpʼabuko̩lo̩-wñ,1
kpʼabuko̩lo̩-wñ tʼej,1
kʼe̩ dʼuna,1
uwo o̩wo̩ʼka-wñ,1
o̩wo̩ʼka-wñ o̩mo̩,1
i nʼina,1
abʼu alo,1
akwo alumeji,1
akete .,1
nabina waa,1
nʼebutu akwu,1
kʼi nabina,1
tʼagege-wñ kʼane̩,1
che abe̩i,1
abishai kpʼabuko̩lo̩-wñ,1
kpʼabuko̩lo̩-wñ chaka,1
dʼuna tʼagege-wñ,1
kwef ifu-mi,1
"ifu-mi ,",1
le̩ atene,1
oji-mi ;,1
chʼukpe̩ kʼe̩ne̩,1
kʼe̩ne̩ be̩njamin-i,1
be̩njamin-i ache,1
ache tʼe-le̩,1
? tʼowñ,1
i dʼuna,1
ño̩ nʼebutu,1
akwu .,1
nache eju-we̩,1
oji onu,1
hushai kakini,1
che kpʼonuku-we̩,1
kpʼonuku-we̩ de̩-i,1
ma lebʼonuku-we̩,1
lebʼonuku-we̩ n,1
tak hushai,1
e-o̩mo̩do̩ʼka chʼo̩gbo̩,1
amala e-o̩mo̩do̩ʼka,1
kʼu narʼo̩,1
narʼo̩ ?,1
nache eju,1
eju o̩ma-wñ,1
o̩ma-wñ n,1
amobuko̩-wñ chʼo̩gbo̩,1
", amobuko̩-wñ",1
ñw hushai,1
"kala ,",1
tak uhia,1
oji onu,1
uhia fʼonu,1
fʼonu kpai,1
chaka hia,1
hia oñ,1
ñw ugugu,1
adaba le̩,1
o̩la-ma ruko,1
ruko o̩me̩,1
absalom kpʼamone̩,1
kpʼamone̩ chaka,1
. ahitofe̩l,1
ahitofe̩l la,1
le̩ dʼate̩,1
", hushai",1
abu kʼomuko̩la,1
", uko̩de̩",1
ajifa ku,1
hushai lewʼugbo,1
adaba aji,1
o̩mo̩ odu-i,1
odu-i n,1
de̩ e̩,1
e̩ mudaba,1
mudaba tʼej,1
tʼej ano̩mo̩,1
dan :,1
"amishadai ,",1
chʼahieze̩r o̩ma,1
e̩ke̩gwa-wñ chʼahieze̩r,1
o̩jo̩ e̩ke̩gwa-wñ,1
kpai ahimaaz,1
gideoni .,1
jo̩ en-roge̩l,1
en-roge̩l anede,1
aji aje̩tachi,1
kpe̩ piopio,1
ohi-wñ ;,1
me̩ fʼone̩,1
meji okolo,1
nyo̩ tʼe-ahito̩fe̩l,1
tʼe-ahito̩fe̩l le,1
ñwate̩ kʼi,1
kʼi fʼuko̩la,1
fʼuko̩la e̩nyo̩,1
e̩nyo̩ e-kʼahitofe̩l,1
e-kʼahitofe̩l ka,1
kpe̩te̩ke̩ ʼka,1
wa abʼabsalom,1
abʼabsalom ma,1
kʼahitofe̩l ko̩,1
ma e-mi,1
chʼugba kpe̩te̩ke̩,1
i danʼo̩la,1
anede ohi-wñ,1
e-abidan o̩ma,1
absalom kʼo̩la,1
e̩ne̩ʼka bahurim,1
obuga dʼef,1
dʼef ologbo-wñ,1
ologbo-wñ ;,1
ma kpare,1
kpare tʼef,1
onobule̩ o̩mo̩,1
o̩mo̩ fʼukpo,1
uro̩na nadala,1
nadala bʼalu,1
fʼo̩ka ku,1
gwu te̩rʼoji-wñ,1
te̩rʼoji-wñ ;,1
ugbo ahimaaz,1
ahimaaz kpai,1
jonatan jo̩,1
nʼajifa che̩,1
le piopio,1
o̩jo̩ e-abidan,1
she̩ke̩l e-ufia,1
onobule̩ʼka te̩te̩chʼe̩ne̩,1
te̩te̩chʼe̩ne̩ kʼi,1
kʼi ajuche̩,1
ajuche̩ rʼuma,1
o̩mo̩do̩ʼka chʼutod,1
le tekeka,1
tekeka ñwu,1
ejeji-wñ che̩ko̩,1
enyʼef ewo,1
ewo tode̩gba,1
e-ufia kiafo̩,1
kʼamone̩ ali,1
imo̩to̩ okolobiaʼka,1
okolobiaʼka muda,1
muda fʼuma,1
o̩la hushai,1
o̩jo̩ ahieze̩r,1
okutaʼka kʼi,1
uwoji ugba,1
jʼale̩ ef,1
ef uraʼka,1
uraʼka me̩,1
abe̩k o̩fio̩lifio̩,1
o̩fio̩lifio̩ ugboʼka,1
ugboʼka ;,1
e̩gba kʼiche̩ka,1
kpai uko̩de̩,1
ajifa me̩gweji,1
ugba ajifa,1
kpe̩te̩ke̩ me̩gweji,1
agbʼo̩ akakini,1
ma tʼabsalom,1
tʼabsalom ubi,1
kpa me̩-o,1
i jʼale̩,1
efoko ku,1
ñʼali okutaʼka,1
ibe̩a efoko,1
kʼo̩la kʼahitofe̩l,1
o̩chaka ajifa,1
a che,1
chʼe̩te̩gwa ;,1
okoka chʼe̩te̩gwa,1
nyo̩ iko-i,1
n. hushai,1
hushai ño̩,1
chema ata-we̩,1
", kama",1
kama chʼamagbiti,1
ugba-wñ okoka,1
la chʼe̩kpa,1
chʼe̩kpa dab,1
okoke che,1
me̩-o !,1
: ugba,1
chʼe̩ne̩ kʼe̩do̩-wñ,1
ne̩ dʼubo̩,1
okran .,1
e-pagie̩l o̩ma,1
achi bʼane̩,1
taku tʼowñ,1
o̩jo̩ e-pagie̩l,1
chʼokate-ma abo̩,1
ashe̩r :,1
e̩ke̩gwaka-wñ che,1
tef ewoʼka,1
o̩jo̩ e̩ke̩gwaka-wñ,1
chaka akʼiku,1
akʼiku wa,1
amishadai .,1
fa tef,1
tef ukpolo,1
ke̩re̩bʼo̩ ugbo,1
awa ke̩re̩bʼo̩,1
o̩jo̩ e̩ke̩gweji-wñ,1
jʼugbo-wñ chʼo̩ka,1
kwʼo̩wo̩ amidachi,1
e̩do̩ idu,1
", amuyo̩",1
amuyo̩ hioko,1
chema kʼata-we̩,1
kʼata-we̩ chʼagbiti,1
e-ahira o̩ma,1
e̩ke̩gweji-wñ chʼahira,1
ama e-ku,1
e-ku li,1
", kʼama",1
o̩jo̩ e-ahira,1
she̩ke̩l o̩gbo,1
naftali :,1
le̩ dʼomu,1
ki chʼowñ,1
mak inabali,1
eñini-i o̩do̩-mi,1
fʼiche̩bo̩ adure-wñ,1
ojoji e̩nyo̩,1
? adu-we̩-i,1
adu-we̩-i ama,1
ama urinyo̩,1
urinyo̩ e̩wñ,1
naje̩ abe̩k,1
neke gbʼomu,1
gbʼomu eli,1
eli kʼaboke̩le̩,1
kʼaboke̩le̩ kpai,1
abobule̩ ako̩,1
ako̩ ?,1
chi kʼadu-we̩-i,1
kʼadu-we̩-i ñʼachʼadu,1
o̩do̩-mi la,1
? eñini-i,1
anʼodu-mi onu,1
adure-wñ kpai,1
barzilai kakini,1
daba kpʼomi,1
kʼe̩ manyʼumi,1
manyʼumi je̩rusale̩m,1
adʼokolo le̩,1
kʼu nanʼe̩,1
nanʼe̩ .,1
barzilai ka,1
o̩do̩ udeju-mi,1
udeju-mi bʼo̩jo̩,1
bʼo̩jo̩ mʼonu,1
mʼonu ?,1
e̩gujo-wñ che̩,1
ate̩gu lebʼonu,1
lebʼonu nyi,1
ñʼachʼadu anʼodu-mi,1
onu oji,1
chʼanana tabale,1
adu-we̩ chim-ham,1
je̩ kʼowñ,1
ki mudaba,1
mudaba lebʼodu-mi,1
lebʼodu-mi onu,1
e̩ chʼe̩wñ,1
eju ñw,1
", chim-ham",1
chim-ham adaba,1
adaba lebʼumi,1
dʼekpo fo̩,1
dʼu nʼumi,1
oji nane̩,1
nane̩ ñw,1
mudaba :,1
dʼalu kalu,1
chim-ham de̩,1
e-iye-mi .,1
dʼekpo tafio̩,1
kpai e-iye-mi,1
? e-ki,1
e-ki dʼadu-we̩-i,1
dʼadu-we̩-i e̩do̩,1
e̩do̩ kate,1
kate chʼedaba,1
chʼedaba jo̩rdan-i,1
jo̩rdan-i kpʼonu,1
chi kʼonu,1
kʼonu arʼumi,1
arʼumi o̩me̩,1
o̩me̩ abe̩i,1
abe̩i todu,1
fo̩ nyu,1
ewo e-mi,1
ojinoji ata-mi,1
ñwu barzilai,1
barzilai chʼanana,1
inabali dʼalu-wñ,1
", nadʼo̩fidi",1
nʼubi o̩ke̩ke̩te̩-mi,1
"o̩ke̩ke̩te̩-mi ,",1
tanʼo lebʼonu,1
"lebʼonu ,",1
todabu kʼadu-we̩-i,1
kʼadu-we̩-i chʼe̩no̩lo̩,1
chʼe̩no̩lo̩ .,1
e̩hi le̩,1
ulu i,1
la bumʼadu-we̩-i,1
bumʼadu-we̩-i ñw,1
okolo e̩hi,1
adʼo̩wo̩ okolo,1
atama adʼo̩wo̩,1
dab onuche̩,1
nadʼo̩fidi nʼubi,1
gwo̩gwo̩ .,1
nyʼuna kʼi,1
akʼo nyʼe̩do̩wo̩,1
e̩date̩-wñ la,1
la gwʼe̩re̩-wñ,1
gwʼe̩re̩-wñ n,1
la ñwʼilagba-wñ,1
ñwʼilagba-wñ che,1
o̩la-wñ gwe̩,1
o̩jo̩ kʼonu,1
kʼonu kwʼo̩mo̩,1
wʼo̩jo̩ ki,1
ki dabiwa,1
nyʼe̩do̩wo̩ e̩ne̩,1
"ledʼonu ,",1
lebʼumi n,1
me̩fibo̩she̩t ?,1
adu-mi fʼumi,1
kʼi dʼofe,1
le̩ nyʼuna,1
todu barzilai,1
ala oji,1
kwo rogelim,1
rogelim wa,1
owñ kpʼonu,1
kpʼonu kpe̩re̩,1
kpe̩re̩ daba,1
kʼi chʼahite̩-wñ,1
chʼahite̩-wñ daba,1
. barzilai,1
barzilai la,1
omi-wñ wa,1
chʼe̩ko̩ agba,1
nʼuje̩wñ kʼonu,1
kʼonu a,1
de̩ mahanaim,1
", manyʼakala",1
le̩ ala,1
lewa unyi-wñ,1
onu-i ;,1
abu kʼodu-mi,1
dʼabe̩le̩ uwe̩,1
e-oji e̩date̩-wñ,1
oj itebulu-we̩,1
itebulu-we̩ onugo,1
akʼiloji e-oji,1
i akʼiloji,1
kʼu naraku,1
naraku ñw,1
dʼo̩la-we̩ le̩,1
kpai ziba,1
ziba ki,1
e̩date̩-wñ alugbo̩na,1
me̩fibo̩she̩t ka,1
oji e̩date̩-wñ,1
u mʼo̩gbo̩dudu-wñ,1
kalu barzilai,1
taku barzilai,1
barzilai mudabi,1
achʼuwa e̩bie̩ne̩,1
tʼe-kʼabsalom che,1
e̩ mʼabuko̩lo̩,1
mʼabuko̩lo̩ odu-we̩-i,1
odu-we̩-i ko,1
kʼe̩ ranʼo,1
bʼuwa eju,1
abo joab,1
joab ledufu,1
ledufu atʼo̩,1
muda kwotinyo̩,1
kwoubi muda,1
je̩ kwoubi,1
bikri le̩,1
", amasa",1
amasa lewa,1
e̩bie̩ne̩ tʼe-kʼabsalom,1
", achʼuwa",1
kʼe̩wñ ogu-wñ,1
taku shiba,1
dab amo̩yaukuo̩ko̩,1
amo̩yaukuo̩ko̩ .,1
nazarait e̩gba,1
jeju ñw,1
eju-we̩ onugo,1
abe̩le̩ amasa,1
amasa le,1
le nyʼadʼabo,1
nyʼadʼabo juda,1
juda jeju,1
kʼe̩date̩-wñ le̩,1
kpo̩kpe̩ tʼiko,1
tʼiko ku,1
ñw abishai,1
todabu kʼe̩date̩-wñ,1
abi-eje̩ ;,1
ogu-wñ bʼo̩la,1
onu mudaba,1
dʼo̩wo̩ joab,1
oñ ifi-wñ,1
ifi-wñ mu,1
mu dajʼane̩,1
"dajʼane̩ ,",1
fʼaluka o̩jo̩,1
dabi fʼaluka,1
okolobia joab,1
joab oka,1
kpenyʼoku-wñ o̩mo̩,1
ache kʼoji-wñ,1
joab chenyʼo̩,1
le̩ adʼoka-wñ,1
chʼe̩ne̩ defid,1
tu joab,1
meji wʼugbo,1
fʼu ro̩nyʼu,1
nyeti o̩kwo̩chageli,1
e̩wñ lʼago-wñ,1
i adʼala,1
iche̩bo̩ abi-eje̩,1
o̩kwo̩chageli tunyʼako-wñ,1
tunyʼako-wñ ji,1
ji mʼago-wñ,1
mʼago-wñ ;,1
i muwo̩,1
muwo̩ tane̩,1
e̩ raa,1
o̩mojo̩do̩ʼka wa,1
joab nʼo̩wo̩-wñ,1
adʼala o̩mojo̩do̩ʼka,1
awo̩to̩ gwo̩nyʼilagba,1
gwo̩nyʼilagba amasa,1
amasa kʼi,1
kʼalu-wñ .,1
kwojo̩ dab,1
"uku-ma ,",1
mʼo̩jo̩ uku-ma,1
abi me̩,1
re kʼonu,1
n e̩ko̩,1
i dʼe̩wñʼka,1
dʼe̩wñʼka chʼuwa,1
ele ?,1
mufu todu,1
awa chenʼukpe̩,1
chenʼukpe̩ me̩gwa,1
okoloʼka kʼi,1
ef onu,1
nʼe̩wñ ugbo,1
defid tʼame̩,1
me̩ chʼe̩de̩te̩-wa,1
"chʼe̩de̩te̩-wa ,",1
ma gbʼalu-wa,1
nʼe̩wñ re,1
kʼo̩la-i abi,1
jʼejefu gbogbo,1
chi kʼo̩la-i,1
", chimham",1
chimham la,1
la mudaba,1
mudaba kpʼowñ,1
la dʼonu,1
chi kʼamo̩maye-wa,1
"kʼamo̩maye-wa ,",1
", mʼuwe̩",1
mʼuwe̩ ji,1
"agbaʼka ,",1
abunyi-wñ ko,1
e̩ko̩ agbaʼka,1
manyʼowñ ?,1
todabu kʼonu,1
kʼonu chʼefu-wa,1
gbʼalu-wa ejodudu,1
ejodudu taku,1
me̩ dʼonu,1
dʼonu wa,1
"manyʼonu-ma ,",1
jo̩rdan gbogbo,1
defid lewʼunyi-wñ,1
lewʼunyi-wñ je̩rusale̩m,1
onu mʼabobule̩,1
mʼabobule̩ me̩gwa,1
ma chʼamabadu-wñ,1
chʼamabadu-wñ le̩,1
e̩date̩-wñ jo̩,1
"dejutʼunyi ,",1
la nʼuje̩wñ-ma,1
nʼuje̩wñ-ma ku,1
muda nyʼejefu,1
kʼo̩jo̩ e̩date̩-wñ,1
dahi jʼejefu,1
muda manyʼonu-ma,1
bikri ubi,1
tu shiba,1
oñ e̩nebiliʼka,1
wa dabiwa-in,1
dabiwa-in ?,1
o̩la aboke̩le̩,1
juda chʼo̩ko̩ko̩,1
chʼo̩ko̩ko̩ tʼo̩la,1
tʼo̩la aboke̩le̩,1
e̩nebiliʼka wa,1
kwo tu,1
wa gbajiko,1
gbajiko o̩la,1
mufu ki,1
be̩njamin i,1
chaka kwobo̩,1
kwobo̩ defid,1
u. me̩fibo̩she̩t,1
e-le̩ e̩jo,1
e̩jo chʼiche̩bo̩,1
ye̩ye̩ tef,1
mʼo̩ko̩ane̩ meji,1
i mʼo̩ko̩ane̩,1
amu amone̩,1
amokuno̩ gba,1
kwef ogu,1
mʼo̩ko̩ane̩ le̩,1
kwʼo̩mo̩ ye̩ye̩,1
mose̩s mʼo̩ko̩ane̩,1
mʼu gba,1
fʼe̩wñ bʼeju-wñ,1
onu nʼomu,1
nʼo̩kokuno̩ okʼoka,1
la nʼo̩kokuno̩,1
joab mugudu,1
unyi ugbʼonu,1
ewo o̩jo̩,1
muji ye̩ye̩,1
anyo̩ fʼeju,1
chaka muji,1
chʼomi ku,1
ku koji,1
la mʼo̩ko̩ane̩,1
amokuno̩ me̩le̩,1
la adeku,1
adeku absalom,1
. edu,1
edu ku,1
mud eku,1
eku eda,1
eda ñw,1
gbo̩ o̩jo̩,1
onu do̩mo̩,1
do̩mo̩ achʼe̩do̩dudu,1
achʼe̩do̩dudu o̩ma-wñ,1
ugbʼonu oñ,1
fʼeju abuko̩lo̩-we̩,1
ad emi,1
amagboji-we̩ kpai,1
ma chʼe̩fa,1
ka kʼabsalom,1
kʼabsalom ma,1
", kʼo̩chaka-wa",1
kʼo̩chaka-wa ma,1
ku eñini,1
eju nyo̩nyo̩,1
kʼe̩ nyʼo̩lo̩fe̩,1
"nyʼo̩lo̩fe̩ ,",1
kʼe̩wñ bʼoji-wñ,1
afo̩ kʼe̩wñ,1
abo-we̩ ;,1
todu nago̩,1
nago̩ jihofa,1
", o̩ko̩ane̩",1
abo-we̩ awʼe̩,1
amidachi meji,1
chaka mu,1
eñini kakini,1
mu eñini,1
jadu oji-we̩,1
oji-we̩ eñini-i,1
kpʼoji amo̩ma-we̩,1
", kpʼe-amo̩ma-we̩",1
kpʼe-amo̩ma-we̩ onobule̩,1
kpʼoji amo̩ya-we̩,1
"amo̩ya-we̩ ,",1
kpʼoji amabadu-we̩,1
"amabadu-we̩ ,",1
we̩ fe̩do̩,1
"nʼo̩ko̩ane̩ʼka ,",1
meji nʼo̩ko̩ane̩ʼka,1
dufu pee,1
pee eñini,1
absalom !,1
mʼo̩ko̩ane̩ me̩le̩,1
o̩ma-mi absalom,1
eju-mi ule,1
ojika e-ma,1
ejodudu dab,1
dab ule,1
ule ahimaaz,1
"ahimaaz ,",1
; ojika,1
e̩ne̩ e̩nyo̩,1
e̩nyo̩ de̩,1
ede ;,1
anʼinabali e̩nyo̩,1
e̩nyo̩ wa,1
ahimaaz dudo̩,1
kiafo̩ ede,1
ra me̩,1
", o̩jo-we̩",1
ule e̩ne̩,1
nʼinabali ge̩,1
alo de̩,1
ño̩ nʼinabali,1
dʼalu-wñ .,1
awa rara,1
"rara ,",1
oñ amidachi,1
fia nyʼo̩la-wñ,1
kʼe̩wñ-ma wa,1
le̩ kʼe̩wñ-ma,1
kʼi fule,1
oñ ade,1
oñ amidachi,1
ne ane̩,1
kate ño̩,1
ño̩ fule,1
fule awa-i,1
owñ ño̩,1
o̩jo-we̩ ki,1
nʼele ;,1
kʼi mʼamone̩,1
nʼuko̩lo̩ e̩wñ,1
inabali tod,1
jihofa fʼache̩,1
me̩jo̩ ko,1
eñini ugbo,1
i raa,1
", ame̩nebi",1
ame̩nebi odu-mi,1
amokuno̩ me̩jo̩,1
i gwunyʼonu,1
gwunyʼonu e̩do̩,1
mute̩gu tef,1
unyi alaku,1
me̩le̩ kpai,1
kʼi naka,1
naka alo,1
du e-i,1
adago chii,1
tʼo̩wo̩ʼka adago,1
fʼadu onu-i,1
chʼo̩wo̩ nyate̩,1
nyate̩ akobʼodu-mi,1
akobʼodu-mi onu-i,1
onu-i ko,1
ahimaaz dohi,1
joab fʼadu,1
onu-i kpe̩,1
e-i du,1
abu kʼutu,1
kʼutu lile,1
kʼama nʼuko̩lo̩,1
lale tʼo̩wo̩ʼka,1
tʼo̩wo̩ʼka kʼe̩,1
kohat in,1
kʼi ad,1
emi kpʼuwe̩,1
chʼiche̩bo̩ emiejo,1
ta bʼuwe̩,1
chʼabo bahurim,1
bahurim hio̩-wane̩,1
hio̩-wane̩ wa,1
je̩ kʼugane̩,1
ledʼonu defid,1
jʼugbo-wñ manyu,1
manyu ziba,1
adu abunyi,1
abunyi so̩l,1
amo̩ma-wñ me̩gwe̩lu,1
amadu-wñ ogu,1
ogu manyʼowñ,1
manyʼowñ ge̩,1
ma gwo̩ko,1
gwo̩ko refu,1
kʼugane̩ eju-wñ,1
la lʼuwe̩,1
onu daba,1
lʼuwe̩ eju,1
o̩la che̩,1
e̩ne̩ kʼe̩do̩-ma,1
kʼe̩do̩-ma chʼe-e̩ne̩,1
chʼe-e̩ne̩ kate,1
chʼuwe̩ ele̩,1
fʼone̩ kpe̩rʼonu,1
kpe̩rʼonu kakini,1
dʼure̩do̩ chʼuwe̩,1
kʼi dʼure̩do̩,1
onu mudabiwa,1
bo̩rʼuwe̩ kʼi,1
ki bo̩rʼuwe̩,1
gilgal ku,1
ma nyʼaledʼonu,1
"nyʼaledʼonu ,",1
refu jo̩rdan,1
ñʼache alu,1
kpʼuwe̩ odu,1
lewa ledo,1
nazarait kʼi,1
chʼuko̩-o̩la todu,1
adu shimeai,1
shimeai kpa,1
le̩ añmo̩,1
o̩wo̩-wñ ku,1
manyʼache̩do̩-wñ ku,1
bu e̩ne̩,1
kʼame̩ achʼame̩no̩la-mi,1
achʼame̩no̩la-mi eñini-i,1
ma ñʼadu,1
ñʼadu e̩ne̩,1
", manyʼache̩do̩-wñ",1
efo̩ todu,1
che eñini,1
ledo odu-mi,1
todu e̩date̩-wñ,1
ki nyʼonu,1
adu-we̩-i chema,1
e-e̩date̩-wñ le̩,1
", nalelo",1
o̩la e-e̩date̩-wñ,1
ki lʼudu,1
lʼudu rʼumi,1
la libekadʼudu,1
libekadʼudu kʼadu-we̩,1
kʼadu-we̩ fe̩,1
fe̩ o̩jo̩,1
o̩jo̩ kʼodu-mi,1
onu kwo,1
kʼoji ki,1
bo̩ kʼo̩wo̩-wñ,1
edʼu tʼe̩do̩,1
tʼe̩do̩ .,1
chaka o̩la,1
gu aboke̩le̩,1
ele̩ .,1
jo̩ agwajo̩,1
nʼo̩la-ma ugbo,1
onu mʼuwa,1
ame̩nebi-wa te̩,1
chʼabo kʼoji-ma,1
ra kwʼojane̩-i,1
kwʼojane̩-i bʼabsalom,1
bʼabsalom te̩,1
kʼa fʼekpo,1
kʼi jʼonu-wa,1
"jʼonu-wa ,",1
tak amidachi,1
nʼo̩la onu,1
rʼe-le̩ o̩la,1
edu dabiwa,1
dabiwa ku,1
agwajo̩ nʼo̩la-ma,1
e-wñ e̩gba,1
pioo n.,1
tʼunyabo e-wñ,1
tʼo̩gba abo,1
chʼamidachi o̩lo̩pu,1
e̩ tʼe̩bie̩ne̩,1
tʼe̩bie̩ne̩ du,1
ki ke̩re̩bʼuwe̩,1
ke̩re̩bʼuwe̩ akwo,1
okolobia-we̩ gbogbo,1
wʼifai le,1
onu kwogugu,1
alaku me̩,1
chaka wʼo̩gba,1
e-ma wa,1
kʼe̩wñ e-ma,1
la rale,1
rale tʼunyabo,1
fia rʼe-le̩,1
dago kpa,1
ru zedo̩k,1
mose̩s mʼunyi,1
adʼonu dabiwa,1
dabiwa ?,1
me̩ naka,1
u nade̩nyo̩,1
nʼoji abo,1
adʼodu-mi nʼoji,1
ño̩ chʼachiku-mi,1
"chʼachiku-mi ,",1
o̩re̩la-mi n,1
e-ki tʼe-le̩,1
ma adʼodu-mi,1
abogu o̩gba-mi,1
o̩gba-mi e̩gu,1
e̩gu joab,1
joab pioo,1
ki adʼonu,1
nade̩nyo̩ ñwu,1
chʼabo ubi,1
kʼuko̩la abo,1
lewatʼo̩jo̩ ku,1
abogijo juda,1
me̩ dʼubi,1
otitala ugbo,1
edu dabiwʼunyi-wñ,1
dabiwʼunyi-wñ ke,1
chaka kwotʼonu,1
kʼame̩ chʼabo,1
kwotʼonu eti,1
adʼu wʼunyi-wñ,1
ame̩ chʼamo̩maye-mi,1
"chʼamo̩maye-mi ,",1
me̩ chʼachiku-mi,1
o̩re̩la-mi ;,1
chʼuko̩lo̩ amo̩ma,1
ñwu solomo̩n,1
dagba kʼe̩ne̩,1
ma kʼokuta,1
kʼalaja-wñ chʼe̩kpuna,1
chʼe̩kpuna ne,1
ne e̩wñ-i,1
owñ chʼokuta,1
che she̩lumie̩l,1
e̩ne̩ simeo̩n,1
fuñwa ojoji,1
ma nʼiso̩,1
nʼiso̩ le,1
akwo e̩re̩-wñ,1
ki kpʼoji-wñ,1
kpʼoji-wñ ate̩,1
de̩ ejo̩do̩da,1
ejo̩do̩da ge̩,1
shede̩ur ;,1
kʼokuta kʼalaja-wñ,1
dab atakpa,1
okuta udane̩-wñ,1
e-le̩ dab,1
o̩gane̩ kad,1
tak unyi-wñ,1
gugu owñ,1
owñ chʼanuku,1
chʼanuku ekeji,1
ekeji ejefu,1
ejefu atakpa,1
zuri-shadai ;,1
uko̩lo̩ e-le̩,1
e-le̩ abe̩le̩,1
o̩ma zuri-shadai,1
fero (,1
chʼe-ki so̩lo̩mo̩n,1
she̩lumie̩l o̩ma,1
chʼo̩ya ),1
o̩ma shede̩ur,1
udane̩-wñ ño̩,1
akwo ajita-wñ,1
achʼuto̩gba unyi,1
sida .,1
oñ ologbo,1
daka chʼokuta,1
ne nʼoji,1
amanyʼuwe̩ ;,1
o̩gba-wñ oka,1
oka chʼigbo,1
dab anuku,1
du amanyʼuwe̩,1
kpai agbaru,1
adu hairam,1
anyi oko,1
nʼukpahiu ku,1
taya wa,1
nyʼate̩to̩gba-wñ ku,1
le̩ achʼuto̩gba,1
da e̩ñwa,1
ño̩ chenʼo̩ko̩,1
unyi amata-wñ,1
chenʼo̩ko̩ nana,1
", okuta-wñ",1
okuta-wñ chʼelilelile,1
chʼelilelile .,1
rube̩n chʼe̩lize̩r,1
e̩ne̩ rube̩n,1
ki chʼo̩hibo̩wo̩,1
chʼo̩hibo̩wo̩ me̩gwa,1
ño̩ nʼokuta,1
chʼohibo̩wo̩ me̩jo̩,1
manyʼuwe̩ le̩,1
adago manyʼuwe̩,1
oji-wñ ate̩,1
ate̩ laño̩,1
laño̩ chʼokuta,1
ajita-wñ o̩gane̩,1
sida bʼo̩la-wñ,1
ochu bul,1
e-e̩ne̩ ifraim,1
tane̩ oji,1
oji oli,1
sida ku,1
urane̩-wñ o̩gba,1
abo amo̩ma,1
sida la,1
helo̩n ;,1
urane̩-wñ le̩,1
sida te̩ru,1
te̩ru oji,1
oji igbo,1
oli o̩gbo̩,1
: o̩gbaʼka-wñ,1
o̩gbaʼka-wñ chʼe̩gwe̩lu,1
chʼe̩gwe̩lu .,1
i tane̩,1
kʼunyi-wñ le̩,1
oli jo̩,1
le̩bano̩n kʼunyi-wñ,1
che abidan,1
chʼochu e̩ke̩jo̩,1
pedazur ;,1
kpai e̩ko̩da-wñ,1
e̩ko̩da-wñ chaka,1
e̩ne̩ manasa,1
onugo eko̩,1
o̩do̩ me̩gwe̩ta,1
amihud ;,1
e̩lishama o̩ma,1
fʼuko̩lo̩ unyi-wñ,1
unyi-wñ chekpa,1
nʼoli kwʼef,1
kwʼef oko,1
oko le̩bano̩n,1
tak igbo,1
", ope-wñ",1
ma kʼoli,1
chʼo̩hibo̩wo̩ ogue̩gwa,1
nʼagbaru ej,1
che nasho̩n,1
urane̩ dago,1
dago jʼej,1
jʼej o̩gba,1
fʼubo̩ alugbana,1
alugbana ne,1
i fʼatakpa,1
fʼatakpa ugbo,1
kʼi akpʼede,1
akpʼede kʼi,1
akajo̩ ko̩,1
", owʼñ",1
owʼñ chʼatakpa,1
chʼatakpa ajo̩,1
i nʼagbaru,1
chʼo̩hibo̩wo̩ ooje,1
ope-wñ la,1
chʼagbaru-wñ ;,1
la chʼaro̩ne,1
chʼaro̩ne omune̩,1
zuar ;,1
nʼoli ku,1
me̩le̩ chʼolugbana-wñ,1
chʼolugbana-wñ chaka,1
aminadab ;,1
nasho̩n o̩ma,1
. ope-wñ,1
ope-wñ la,1
la kpejurʼope,1
kpejurʼope o̩gba,1
mʼoli urane̩,1
urane̩ ko,1
ko chʼagbaru-wñ,1
chʼo̩ma o̩yaukuo̩ko̩,1
o̩yaukuo̩ko̩ kʼi,1
chʼe̩ne̩ taya,1
dabu ododo,1
lili ge̩,1
fʼuko̩lo̩ ebije,1
fʼebije da,1
da kʼomi,1
agba gu,1
akwo alu-wñ,1
alu-wñ ejemi,1
ejemi tʼejano̩mo̩-wñ,1
tʼejano̩mo̩-wñ chʼohibo̩wo̩,1
i chʼokokolo,1
"chʼokokolo ,",1
ki alʼo̩,1
alʼo̩ de,1
de chʼohibo̩wo̩,1
tak o̩gane̩,1
wa manyʼo̩ko̩-wñ,1
oj ebije,1
eti-wñ ki,1
uko̩lo̩ oj,1
chʼo̩gwo̩ko̩ .,1
mʼe̩wñ ebije,1
ekpikpa waala,1
ugbo agbaru,1
